genre,hex_colour,x,y,r,g,b
ok indie,#948626,536,10131,148,134,38
rosario indie,#ac8429,506,13980,172,132,41
classic finnish pop,#7b8e06,713,7063,123,142,6
dansktop,#898a0d,748,9090,137,138,13
croatian indie,#af7a1a,584,11362,175,122,26
swedish indie pop,#978d2d,506,11914,151,141,45
perth indie,#a08423,489,11374,160,132,35
orlando indie,#b77119,436,12257,183,113,25
alternative roots rock,#a77d1c,457,9336,167,125,28
political hip hop,#b6720e,999,10294,182,114,14
psychedelic pop,#938a4b,484,10609,147,138,75
chinese indie pop,#989032,610,14285,152,144,50
norrlandsk hip hop,#a58616,986,10355,165,134,22
vinahouse,#af8806,799,13127,175,136,6
drift,#3d94da,95,3625,61,148,218
warrington indie,#b37b28,434,14191,179,123,40
croatian hip hop,#b77e16,1043,13173,183,126,22
dutch idol pop,#919405,751,12169,145,148,5
barockinterpreten,#29a157,347,2007,41,161,87
indie hip hop,#988d07,1028,10535,152,141,7
finnish reggae,#a08d11,1131,15117,160,141,17
hip hop,#ac7d0b,1074,13902,172,125,11
medieval,#1faa31,292,1198,31,170,49
victorian britain,#239a88,219,873,35,154,136
quatuor a cordes,#1da46a,375,995,29,164,106
portsmouth indie,#b37928,465,12024,179,121,40
musique pour enfant quebecois,#778f0a,1067,7956,119,143,10
volkspop,#a48212,925,12362,164,130,18
novelty,#828110,955,8076,130,129,16
slap house,#cc8042,860,17694,204,128,66
rap napoletano,#aa8414,923,12622,170,132,20
adoracion,#9e8b17,643,11656,158,139,23
brill building pop,#74870d,677,5743,116,135,13
tamil indie,#88942d,770,11827,136,148,45
speedcore,#eb4b61,529,17492,235,75,97
rochester mn indie,#978338,480,10391,151,131,56
suomi rock,#aa7d0f,610,11840,170,125,15
paraguayan rock,#bd7716,574,13919,189,119,22
indie pop,#948829,515,10442,148,136,41
denver indie,#9c8630,471,10072,156,134,48
korean singer-songwriter,#709a18,602,7424,112,154,24
glasgow indie,#af7c2e,383,13523,175,124,46
american early music,#1da333,295,1056,29,163,51
reggaeton cristiano,#b98a04,1005,14523,185,138,4
rotterdam indie,#af7b2d,407,10895,175,123,45
german prog,#968669,379,10194,150,134,105
malaysian pop,#9c890a,559,12376,156,137,10
romanian rap,#a98619,1058,11987,169,134,25
finnish psychedelic rock,#a97a7b,241,9299,169,122,123
post-rock,#8089ae,250,9251,128,137,174
kenyan alternative,#8e9121,953,11962,142,145,33
taiwan hip hop,#ab8408,1013,15064,171,132,8
thai pop,#9a8d0c,724,13497,154,141,12
rap df,#87961d,1149,13447,135,150,29
german ccm,#7d8d17,660,9509,125,141,23
hard motivation,#8a790b,992,6929,138,121,11
vintage gospel,#50861a,925,1729,80,134,26
mundart,#a3830c,858,12464,163,131,12
christian afrobeat,#ad8806,911,13737,173,136,6
american romanticism,#3892a6,480,1527,56,146,166
industrial hardcore,#e44e68,552,17176,228,78,104
blues mexicano,#8e8420,686,8699,142,132,32
norwegian pop,#889011,650,10255,136,144,17
italian indie pop,#a08711,683,11815,160,135,17
ukrainian indie,#a08b1b,683,14042,160,139,27
funk melody,#c17d08,1060,17151,193,125,8
pops orchestra,#4c9391,307,4131,76,147,145
cornetas y tambores,#5a8ca5,543,3435,90,140,165
modern indie pop,#88910f,823,12375,136,145,15
vietnamese hip hop,#a08d0c,1013,10769,160,141,12
pop teen brasileiro,#ae8804,868,15735,174,136,4
modern ska punk,#d76510,624,13399,215,101,16
duluth indie,#808b30,484,7239,128,139,48
modern alternative pop,#8e9010,770,13090,142,144,16
canadian post-rock,#7e87a3,307,7758,126,135,163
techno kayo,#9c861f,772,13337,156,134,31
dark electro,#d1775b,650,18503,209,119,91
punk blues,#c55c3a,405,9524,197,92,58
opm,#7d950e,581,9460,125,149,14
indie rockism,#bc8012,500,16392,188,128,18
japanese r&b,#ac8715,815,14609,172,135,21
girl group,#b77f0a,909,17302,183,127,10
japanese rockabilly,#d06319,474,13298,208,99,25
r&b argentino,#83911f,919,11435,131,145,31
modern dream pop,#a28866,340,14154,162,136,102
asian american hip hop,#a88a09,1039,14904,168,138,9
umea hardcore,#dd4a34,271,9888,221,74,52
italian stoner rock,#b96f82,182,10296,185,111,130
nagpuri pop,#b77906,893,11667,183,121,6
folk metal latinoamericano,#ce6735,241,11854,206,103,53
viking metal,#da5b4c,182,14411,218,91,76
italian mezzo-soprano,#319813,413,288,49,152,19
brazilian grindcore,#e8286e,152,9730,232,40,110
folklore uruguayo,#779009,980,4511,119,144,9
soukous,#b38110,957,9309,179,129,16
long island punk,#db5520,271,11203,219,85,32
indonesian death metal,#e83f6a,258,12037,232,63,106
us power metal,#d35826,261,11732,211,88,38
bikutsi,#ce7b10,997,11801,206,123,16
russian folk metal,#cf6a45,206,14472,207,106,69
punk 'n' roll,#e74b1c,234,12196,231,75,28
funk bh,#919801,1267,10496,145,152,1
slavic folk metal,#cf6b35,206,14052,207,107,53
finnish contemporary classical,#1e9880,190,945,30,152,128
vintage classical singing,#2ea119,373,124,46,161,25
taiwan punk,#d06913,320,15725,208,105,19
kleine hoerspiel,#716c03,1257,6103,113,108,3
protest folk,#3f9624,1093,1628,63,150,36
oromo pop,#b08604,939,13448,176,134,4
deep melodic hard rock,#d36313,271,12919,211,99,19
barnsagor,#4b7202,1310,5167,75,114,2
belgian metal,#dc4e5b,181,12294,220,78,91
latincore,#d86412,305,14386,216,100,18
western ny metal,#e5435d,184,11744,229,67,93
melodic hard rock,#ce6b0a,286,15495,206,107,10
korean contemporary classical,#209d7f,258,909,32,157,127
polish ambient,#6990c5,351,8224,105,144,197
korean traditional,#3a9a7a,953,2614,58,154,122
ambient trance,#9c8bc1,697,16139,156,139,193
indian electronic,#a3919a,1001,16240,163,145,154
acid idm,#b486ba,937,17176,180,134,186
ringtone,#6c7751,823,11459,108,119,81
cathedral choir,#21983d,71,603,33,152,61
symphonic melodic death metal,#e15552,120,15533,225,85,82
uplifting trance,#d57a83,586,18124,213,122,131
georgian folk,#3ea02c,263,1226,62,160,44
pakistani rock,#9a8719,569,11988,154,135,25
musica valenciana,#818a18,795,7759,129,138,24
classical,#24a08f,373,800,36,160,143
semarang indie,#b08016,529,14471,176,128,22
socal pop punk,#d76110,405,14472,215,97,16
belgian pop,#988e16,788,13856,152,142,22
kannada hip hop,#a88c05,1024,12287,168,140,5
flute rock,#888444,429,7782,136,132,68
deep latin christian,#77980e,713,8687,119,152,14
czech pop,#9c8707,689,11926,156,135,7
power blues-rock,#af7a23,589,10094,175,122,35
slowcore,#65965c,454,7116,101,150,92
tamil pop,#99860f,891,10637,153,134,15
norsk lovsang,#80910e,436,9783,128,145,14
british children's music,#7a8b0f,1063,9750,122,139,15
latin pop,#a78b03,804,13223,167,139,3
melancholia,#729134,465,7609,114,145,52
windsor on indie,#aa7c29,436,12368,170,124,41
turkish alternative,#a78419,524,13436,167,132,25
albanian pop,#b18206,895,13725,177,130,6
city pop,#a58718,786,14206,165,135,24
nhac thieu nhi,#9c880d,939,13633,156,136,13
mellow gold,#8a840d,599,7607,138,132,13
finnish pop,#a38607,660,13362,163,134,7
australian post-punk,#b26851,328,10292,178,104,81
j-reggae,#bf820e,990,15103,191,130,14
irish hip hop,#9f8a19,1024,12513,159,138,25
japanese chill rap,#aa8213,968,11838,170,130,19
grupera,#9a9005,915,11260,154,144,5
shoegaze,#a67b77,230,12698,166,123,119
american shoegaze,#ad7494,161,12184,173,116,148
trio batak,#a18d06,526,14459,161,141,6
chicano rap,#a98106,1136,15760,169,129,6
electronica venezuela,#c788c2,1396,19401,199,136,194
jazz trombone,#568471,858,2829,86,132,113
irish classical,#21a085,314,689,33,160,133
mantra,#76910a,828,6324,118,145,10
musica lombarda,#788c07,826,6880,120,140,7
baithak gana,#b07f14,858,11642,176,127,20
german jazz,#589691,739,4397,88,150,145
german punk rock,#d0660e,415,14532,208,102,14
boston rock,#ae7225,399,10218,174,114,37
caucasian classical,#4191b5,334,1595,65,145,181
french folk pop,#98850d,868,10108,152,133,13
bury st edmunds indie,#b46734,367,9226,180,103,52
belarusian rock,#bc7613,586,14030,188,118,19
lancashire indie,#97880f,515,11203,151,136,15
eurovision,#ab870b,670,14544,171,135,11
soul blues,#728412,853,5309,114,132,18
finnish folk,#6b9a31,520,6041,107,154,49
german indie rock,#af7e25,467,13992,175,126,37
psychedelic folk rock,#858830,581,6793,133,136,48
jawaiian,#949209,1022,13334,148,146,9
tampa indie,#ac7b2e,373,12012,172,123,46
cambridgeshire indie,#968726,474,8892,150,135,38
cymraeg,#719414,624,7067,113,148,20
indie tucumano,#9f8628,511,11963,159,134,40
alternative pop,#ac7334,383,9900,172,115,52
indian instrumental,#8f8742,777,8310,143,135,66
chicha,#ae8d22,995,9896,174,141,34
pop soul,#85910a,779,11068,133,145,10
bangladeshi rock,#ad7b12,576,13004,173,123,18
wu fam,#b47310,997,11777,180,115,16
okinawan pop,#b77d18,584,14610,183,125,24
small room,#779146,513,7067,119,145,70
jugendchor,#399706,361,2462,57,151,6
stomp pop,#aa7f29,461,13115,170,127,41
j-rock,#c47019,421,14570,196,112,25
medieval folk,#799151,347,9165,121,145,81
britpop,#b57820,355,13449,181,120,32
deep southern soul,#808613,843,8199,128,134,19
band organ,#609b84,533,5484,96,155,132
new jersey rap,#ac7808,1047,11261,172,120,8
norwegian hip hop,#ac8216,1026,12873,172,130,22
rap boricua,#ab8216,1082,10387,171,130,22
greek hip hop,#b18116,1041,14741,177,129,22
21st century classical,#259977,292,1559,37,153,119
irish ballad,#37a00b,480,1427,55,160,11
jazz blues,#4f8f18,868,2905,79,143,24
british jazz,#6b8a77,736,5130,107,138,119
gwoka,#af7233,1028,8341,175,114,51
sarangi,#708c39,484,4712,112,140,57
indie trujillano,#b27c37,427,12723,178,124,55
blues band,#9c8045,880,11104,156,128,69
experimental big band,#6d8065,547,5444,109,128,101
hawaiian,#5ba137,689,5868,91,161,55
turkish classical performance,#259fac,533,1097,37,159,172
indie quebecois,#828f1c,680,8831,130,143,28
psicodelia brasileira,#9b8036,716,8335,155,128,54
austrian orchestra,#359482,361,1153,53,148,130
rock quebecois,#b1771b,478,11301,177,119,27
finnish worship,#8c8d0c,596,11668,140,141,12
pop peruano,#b68c05,907,13053,182,140,5
oklahoma country,#6c8d12,815,6163,108,141,18
nederlandse hardstyle,#dd701e,843,17328,221,112,30
canadian pop,#948806,610,10675,148,136,6
social media pop,#a68a06,864,14522,166,138,6
kosovan pop,#ad8409,925,14201,173,132,9
starogradska,#7c920d,480,5407,124,146,13
texas punk,#d95330,334,10957,217,83,48
latin viral pop,#a98c06,849,14685,169,140,6
swedish eurodance,#d07715,903,17619,208,119,21
afrikaans,#918d09,667,12257,145,141,9
buffalo hip hop,#99880d,943,10856,153,136,13
k-pop,#b68415,756,14647,182,132,21
maine hip hop,#a9831f,957,13308,169,131,31
hindi indie,#959125,639,12723,149,145,37
baroque ensemble,#24a13e,385,1919,36,161,62
karadeniz pop,#a88208,795,11129,168,130,8
candomble,#7c8239,963,5555,124,130,57
raw black metal,#c54293,131,10096,197,66,147
j-rap,#b38315,993,14622,179,131,21
gothic rock,#b86c3d,357,13649,184,108,61
armenian hip hop,#aa860a,1018,12463,170,134,10
thai trap,#98940a,1067,14344,152,148,10
chill pop,#769a1b,832,10930,118,154,27
canadian classical piano,#29a6d5,579,642,41,166,213
dunedin sound,#a27b63,369,9984,162,123,99
old school uk hip hop,#ba7328,1199,17795,186,115,40
hardcore hip hop,#b3720d,1087,11752,179,114,13
cumbia andina mexicana,#a2940c,1024,11031,162,148,12
abstract idm,#9986a8,610,13571,153,134,168
german techno,#be8489,1054,18312,190,132,137
8-bit,#969db6,667,17188,150,157,182
icelandic classical,#29a0a8,282,2892,41,160,168
norwegian folk,#3eab4e,413,2841,62,171,78
zimdancehall,#bb8810,990,13041,187,136,16
nueva cancion,#689118,911,5246,104,145,24
modern free jazz,#598878,599,4181,89,136,120
chinese worship,#689a22,436,7153,104,154,34
bolero cubano,#6b8c0e,885,3903,107,140,14
vermont indie,#788e32,540,7091,120,142,50
folklore panameno,#a88017,949,6534,168,128,23
indonesian jazz,#7f9237,772,8979,127,146,55
musica caririense,#879105,815,10461,135,145,5
math pop,#be7153,415,11362,190,113,83
tropicalia,#838b0d,855,7674,131,139,13
italian blues,#8f883a,748,8587,143,136,58
northern irish indie,#b17b29,421,14141,177,123,41
italian ska,#d56d0f,660,15153,213,109,15
oshare kei,#d66020,334,15848,214,96,32
classic czech pop,#848a07,624,6608,132,138,7
kc indie,#a67c2a,471,11130,166,124,42
pasodobles,#71858c,683,5243,113,133,140
neo-crust,#d24b89,127,10724,210,75,137
jazzy dnb,#d98ab4,1120,18756,217,138,180
trombone brasileiro,#7791a1,978,5680,119,145,161
russian hip hop,#ac860b,984,12426,172,134,11
nederpop,#8c860e,610,9538,140,134,14
malaysian tamil pop,#b68006,986,14928,182,128,6
leeds indie,#b77429,367,13151,183,116,41
brazilian soul,#9c8213,893,10868,156,130,19
cincinnati indie,#af7834,381,11338,175,120,52
christian punk,#c96b1a,413,14101,201,107,26
nu-metalcore,#e25526,301,16190,226,85,38
latin afrobeat,#b67f4a,970,13691,182,127,74
korean r&b,#9c8f18,927,11950,156,143,24
jordanian pop,#a8820e,758,11691,168,130,14
german cloud rap,#94960e,1024,14120,148,150,14
rune folk,#778f68,311,9312,119,143,104
cancion infantil mexicana,#928608,1005,9528,146,134,8
pop rap,#af8405,1011,15318,175,132,5
pinoy metal,#db4a32,303,10590,219,74,50
dfw rap,#a08d03,1095,14891,160,141,3
hamburg hip hop,#aa821b,1060,11938,170,130,27
queens hip hop,#b67308,1063,11615,182,115,8
hawaiian hip hop,#9d8904,1073,11384,157,137,4
gangster rap,#ac7d05,1111,14704,172,125,5
west coast rap,#ad7a07,1158,15015,173,122,7
hindustani instrumental,#708d90,736,3475,112,141,144
oud,#549e86,790,3007,84,158,134
australian jazz,#4e997f,774,4030,78,153,127
rock andaluz,#b6790f,646,10317,182,121,15
acoustic rock,#898c41,636,7079,137,140,65
indonesian deathcore,#e14a42,326,14806,225,74,66
connecticut indie,#998429,467,8679,153,132,41
telugu indie,#a3880d,927,13671,163,136,13
christian alternative rock,#a6840f,403,14018,166,132,15
west yorkshire indie,#bd6e1a,338,11350,189,110,26
ny roots,#9c8622,744,9427,156,134,34
modern alternative rock,#be7419,403,14336,190,116,25
gainesville indie,#a57d31,438,10255,165,125,49
nova musica carioca,#849023,832,9389,132,144,35
sydney indie,#b37a32,377,12564,179,122,50
polish rock,#b07917,552,12123,176,121,23
faroese indie,#6e981a,515,7991,110,152,26
fussball,#c8652e,533,13771,200,101,46
swiss punk,#db611b,391,13992,219,97,27
k-pop boy group,#c87a10,716,16215,200,122,16
trap soul,#889908,935,13270,136,153,8
chinese hip hop,#ad870e,1024,14169,173,135,14
atl hip hop,#a38c04,1052,15825,163,140,4
ilahiler,#6c9111,571,5868,108,145,17
russian chanson,#a97e05,905,13840,169,126,5
dangdut,#9d9410,703,13535,157,148,16
sholawat,#90990c,713,11324,144,153,12
progressive psytrance,#d089c3,1183,19086,208,137,195
new orleans rap,#a88504,1074,13666,168,133,4
ska jazz,#a2885a,1078,10449,162,136,90
gothenburg hip hop,#a38a08,1052,11172,163,138,8
thai pop rap,#859a17,1016,10219,133,154,23
rock steady,#858f28,1199,12363,133,143,40
deep deep house,#ab8fc7,1391,19186,171,143,199
free improvisation,#52886d,677,3726,82,136,109
yodeling,#4b960c,899,3625,75,150,12
musica sergipana,#968b1b,713,10523,150,139,27
south african choral,#678605,664,4851,103,134,5
nordic folk,#5d9e44,454,5723,93,158,68
australian blues,#8d8620,779,8322,141,134,32
sunnlensk tonlist,#83911e,700,10724,131,145,30
portuguese jazz,#509a6b,721,4409,80,154,107
stl indie,#a28019,515,10724,162,128,25
native american flute,#26b19e,355,1907,38,177,158
j-acoustic,#85911d,646,9360,133,145,29
bulgarian folk,#649638,383,3499,100,150,56
argentine alternative rock,#ac811c,484,13808,172,129,28
bergamo indie,#b27d2a,500,12600,178,125,42
wuhan indie,#a78335,474,12932,167,131,53
kansas indie,#a58131,469,11093,165,129,49
celtic rock,#a67d1d,429,9587,166,125,29
orquestas de galicia,#b48609,959,13460,180,134,9
rap potiguar,#978d07,1048,11813,151,141,7
musica colombiana instrumental,#77a15e,878,6904,119,161,94
levenslied,#ab8008,664,13089,171,128,8
capoeira,#9c801c,1054,8538,156,128,28
chill r&b,#81970d,907,11285,129,151,13
philly indie,#b07734,357,10907,176,119,52
uk hip hop,#b08015,1039,11516,176,128,21
surinamese pop,#a18a0c,1005,9971,161,138,12
australian hip hop,#b38209,1007,14394,179,130,9
mongolian hip hop,#a6882d,1122,16291,166,136,45
albanian folk,#7b8c27,434,4940,123,140,39
batidao romantico,#a99607,1185,15052,169,150,7
greek underground rap,#af8111,1013,12114,175,129,17
san diego rap,#a88203,1093,12684,168,130,3
sevillanas,#a2820b,801,8364,162,130,11
chinese opera,#339e4b,627,263,51,158,75
utapri,#cb7244,440,17087,203,114,68
melodic power metal,#da6021,228,15482,218,96,33
texas hardcore,#e44b40,235,11252,228,75,64
folk metal,#d66044,193,14460,214,96,68
sleaze rock,#d75c16,273,14374,215,92,22
handbells,#29a77c,250,3195,41,167,124
classical tenor,#4a9711,260,800,74,151,17
new comedy,#964f04,1071,2791,150,79,4
deep comedy,#9e4a01,1073,2639,158,74,1
vallenato,#b18803,1149,10231,177,136,3
brazilian black metal,#d74173,93,9803,215,65,115
ambient black metal,#9360c3,33,8808,147,96,195
horror punk brasileiro,#e74f23,288,13261,231,79,35
sarod,#718d9b,841,2816,113,141,155
technical groove metal,#e24562,261,14203,226,69,98
odia bhajan,#af8303,779,6485,175,131,3
argentine heavy metal,#d46220,288,12159,212,98,32
aussie emo,#c5720c,299,12846,197,114,12
finnish choir,#25993d,163,481,37,153,61
melodic hardcore,#e45019,275,12356,228,80,25
deathrash,#ea3e54,206,11387,234,62,84
mexican hardcore,#e54e2c,295,12025,229,78,44
german death metal,#e64571,182,13796,230,69,113
swedish doom metal,#b57750,172,11436,181,119,80
canadian black metal,#c748a1,71,10369,199,72,161
no wave,#997463,589,10417,153,116,99
tibetan mantra,#568f44,607,5334,86,143,68
italian experimental,#7480ae,353,7770,116,128,174
witch house,#a58285,569,14187,165,130,133
georgian alternative,#86915f,872,12797,134,145,95
vaporwave,#96849e,531,12111,150,132,158
guqin,#1d9a87,961,541,29,154,135
canadian classical,#229f96,248,1476,34,159,150
rhythm and blues,#79800c,834,5555,121,128,12
scottish folk,#62a134,506,5771,98,161,52
bohol indie,#968b0e,607,12244,150,139,14
new brunswick indie,#908b1c,564,9686,144,139,28
musica blumenauense,#9c8a20,639,10392,156,138,32
hard stoner rock,#c26f40,301,10503,194,111,64
frankfurt indie,#c17227,397,14039,193,114,39
rock pernambucano,#c26d22,413,11766,194,109,34
swedish singer-songwriter,#6f9828,569,6411,111,152,40
liverpool indie,#a68020,446,11583,166,128,32
spiritual hip hop,#b1780f,913,11310,177,120,15
twee pop,#978834,474,10945,151,136,52
indorock,#9a883a,731,9887,154,136,58
rock alternativo brasileiro,#c47213,478,13335,196,114,19
rock viet,#a18217,465,10466,161,130,23
scottish indie folk,#5e9d24,421,6916,94,157,36
classic portuguese pop,#aa8405,813,13791,170,132,5
nashville indie,#9f8224,452,10957,159,130,36
italian baroque ensemble,#22a732,361,1644,34,167,50
heartland rock,#a7790f,517,9858,167,121,15
tarantella,#a78217,646,9974,167,130,23
rock gotico,#bd7658,387,15646,189,118,88
mainland chinese pop,#88970e,589,11435,136,151,14
futuristic swag,#a68a01,1048,16076,166,138,1
pinoy r&b,#869809,953,12659,134,152,9
solomon islands pop,#a69005,1009,16228,166,144,5
canadian trap,#949802,1058,14461,148,152,2
trap,#a68a03,1063,14717,166,138,3
dutch disney,#708a05,703,5844,112,138,5
adoracao,#918d10,448,9575,145,141,16
german orchestra,#2f9687,301,970,47,150,135
classic polish pop,#778d09,736,6645,119,141,9
deep happy hardcore,#e27460,795,18061,226,116,96
danspunk,#b37907,677,12625,179,121,7
indy indie,#8c8b20,493,8556,140,139,32
uilleann pipes,#57a765,326,4864,87,167,101
arizona punk,#e0552c,338,12245,224,85,44
vintage rockabilly,#937d0f,929,6767,147,125,15
south carolina hip hop,#a18f02,1041,16153,161,143,2
south carolina indie,#96861b,486,9200,150,134,27
psychedelic folk,#699325,655,6091,105,147,37
circassian folk,#a78834,692,13223,167,136,52
suomisaundi,#e177b4,968,19047,225,119,180
chilean metal,#d35756,250,10578,211,87,86
psalmen,#3798ad,120,2235,55,152,173
